Focal;Neighbor;Pair;Condition;N;P;PN
Surmesur;Obelix;Surmesur_Obelix;Mix;28;0.2;0.7
Surmesur;Obelix;Surmesur_Obelix;Mix;3;0;0
Surmesur;Obelix;Surmesur_Obelix;Mix;8;0.5;6.3
Surmesur;Obelix;Surmesur_Obelix;Mix;2;0;0
Surmesur;Obelix;Surmesur_Obelix;Mix;100;15;15
Surmesur;Obelix;Surmesur_Obelix;Mix;90;10;11.1
Surmesur;Obelix;Surmesur_Obelix;Mix;45;4;8.9
Surmesur;Obelix;Surmesur_Obelix;Mix;90;1;1.1
Surmesur;Pescadou;Surmesur_Pescadou;Mix;100;0;0
Surmesur;Pescadou;Surmesur_Pescadou;Mix;100;0;0
Surmesur;Pescadou;Surmesur_Pescadou;Mix;100;3;3
Surmesur;Pescadou;Surmesur_Pescadou;Mix;100;0;0
Surmesur;Pescadou;Surmesur_Pescadou;Mix;100;0;0
Surmesur;Pescadou;Surmesur_Pescadou;Mix;100;0;0
Surmesur;Pescadou;Surmesur_Pescadou;Mix;100;0;0
Surmesur;Pescadou;Surmesur_Pescadou;Mix;90;20;22.2
Surmesur;Pescadou;Surmesur_Pescadou;Mix;45;2;4.4
Surmesur;Pescadou;Surmesur_Pescadou;Mix;20;0;0
Surmesur;Pescadou;Surmesur_Pescadou;Mix;20;0;0
Surmesur;Pescadou;Surmesur_Pescadou;Mix;80;0;0
Surmesur;Pescadou;Surmesur_Pescadou;Mix;55;2;3.6
Surmesur;Pescadou;Surmesur_Pescadou;Mix;35;0;0
Surmesur;Pescadou;Surmesur_Pescadou;Mix;45;0;0
Surmesur;Pescadou;Surmesur_Pescadou;Mix;20;0;0
Surmesur;Pescadou;Surmesur_Pescadou;Mix;17;0.5;2.9
Surmesur;Pescadou;Surmesur_Pescadou;Mix;98;4;4.1
Surmesur;Pescadou;Surmesur_Pescadou;Mix;95;0.5;0.5
Surmesur;Sculptur;Surmesur_Sculptur;Mix;100;2;2
Surmesur;Sculptur;Surmesur_Sculptur;Mix;100;10;10
Surmesur;Sculptur;Surmesur_Sculptur;Mix;100;0;0
Surmesur;Sculptur;Surmesur_Sculptur;Mix;100;1;1
Surmesur;Sculptur;Surmesur_Sculptur;Mix;100;1;1
Surmesur;Sculptur;Surmesur_Sculptur;Mix;100;0;0
Surmesur;Sculptur;Surmesur_Sculptur;Mix;100;0;0
Surmesur;Sculptur;Surmesur_Sculptur;Mix;100;0;0
Surmesur;Sculptur;Surmesur_Sculptur;Mix;35;5;14.3
Surmesur;Sculptur;Surmesur_Sculptur;Mix;25;5;20
Surmesur;Sculptur;Surmesur_Sculptur;Mix;85;40;47.1
Surmesur;Sculptur;Surmesur_Sculptur;Mix;72;50;69.4
Surmesur;Sculptur;Surmesur_Sculptur;Mix;45;8;17.8
Surmesur;Sculptur;Surmesur_Sculptur;Mix;20;3;15
Surmesur;Sculptur;Surmesur_Sculptur;Mix;80;10;12.5
Surmesur;Sculptur;Surmesur_Sculptur;Mix;85;20;23.5
Surmesur;Surmesur;Surmesur_Surmesur;Pure;100;5;5
Surmesur;Surmesur;Surmesur_Surmesur;Pure;100;1;1
Surmesur;Surmesur;Surmesur_Surmesur;Pure;100;1;1
Surmesur;Surmesur;Surmesur_Surmesur;Pure;100;12;12
Surmesur;Surmesur;Surmesur_Surmesur;Pure;100;28;28
Surmesur;Surmesur;Surmesur_Surmesur;Pure;20;1;5
Surmesur;Surmesur;Surmesur_Surmesur;Pure;100;3;3
Surmesur;Surmesur;Surmesur_Surmesur;Pure;100;1;1
Surmesur;Surmesur;Surmesur_Surmesur;Pure;45;7;15.6
Surmesur;Surmesur;Surmesur_Surmesur;Pure;100;0;0
Surmesur;Surmesur;Surmesur_Surmesur;Pure;100;0;0
Surmesur;Surmesur;Surmesur_Surmesur;Pure;100;0;0
Surmesur;Surmesur;Surmesur_Surmesur;Pure;100;0;0
Surmesur;Surmesur;Surmesur_Surmesur;Pure;100;0;0
Surmesur;Surmesur;Surmesur_Surmesur;Pure;100;0;0
Surmesur;Surmesur;Surmesur_Surmesur;Pure;100;0;0
Surmesur;Surmesur;Surmesur_Surmesur;Pure;20;0.2;1
Surmesur;Surmesur;Surmesur_Surmesur;Pure;6;0;0
Surmesur;Surmesur;Surmesur_Surmesur;Pure;40;0;0
Surmesur;Surmesur;Surmesur_Surmesur;Pure;50;0;0
Surmesur;Surmesur;Surmesur_Surmesur;Pure;15;0;0
Surmesur;Surmesur;Surmesur_Surmesur;Pure;100;0;0
Surmesur;Surmesur;Surmesur_Surmesur;Pure;50;0;0
Surmesur;Surmesur;Surmesur_Surmesur;Pure;3;0;0
Surmesur;Surmesur;Surmesur_Surmesur;Pure;80;5;6.3
Surmesur;Surmesur;Surmesur_Surmesur;Pure;70;2;2.9
Surmesur;Surmesur;Surmesur_Surmesur;Pure;80;1;1.3
Surmesur;Surmesur;Surmesur_Surmesur;Pure;55;0;0
Surmesur;Surmesur;Surmesur_Surmesur;Pure;75;2;2.7
Surmesur;Surmesur;Surmesur_Surmesur;Pure;95;15;15.8
Surmesur;Surmesur;Surmesur_Surmesur;Pure;55;0;0
Surmesur;Surmesur;Surmesur_Surmesur;Pure;55;5;9.1
Surmesur;Voilur;Surmesur_Voilur;Mix;85;2;2.4
Surmesur;Voilur;Surmesur_Voilur;Mix;100;0;0
Surmesur;Voilur;Surmesur_Voilur;Mix;100;0;0
Surmesur;Voilur;Surmesur_Voilur;Mix;0;0;
Surmesur;Voilur;Surmesur_Voilur;Mix;92;12;13
Surmesur;Voilur;Surmesur_Voilur;Mix;100;0;0
Surmesur;Voilur;Surmesur_Voilur;Mix;95;2;2.1
Surmesur;Voilur;Surmesur_Voilur;Mix;100;0;0
Surmesur;Voilur;Surmesur_Voilur;Mix;65;0;0
Surmesur;Voilur;Surmesur_Voilur;Mix;95;0;0
Surmesur;Voilur;Surmesur_Voilur;Mix;80;0;0
Surmesur;Voilur;Surmesur_Voilur;Mix;20;0;0
Surmesur;Voilur;Surmesur_Voilur;Mix;55;17;30.9
Surmesur;Voilur;Surmesur_Voilur;Mix;60;0;0
Surmesur;Voilur;Surmesur_Voilur;Mix;85;0;0
Surmesur;Voilur;Surmesur_Voilur;Mix;35;0;0
Voilur;Anvergur;Voilur_Anvergur;Mix;95;0;0
Voilur;Anvergur;Voilur_Anvergur;Mix;65;0;0
Voilur;Anvergur;Voilur_Anvergur;Mix;100;0;0
Voilur;Anvergur;Voilur_Anvergur;Mix;100;0;0
Voilur;Anvergur;Voilur_Anvergur;Mix;12;0;0
Voilur;Anvergur;Voilur_Anvergur;Mix;40;0;0
Voilur;Anvergur;Voilur_Anvergur;Mix;22;0;0
Voilur;Anvergur;Voilur_Anvergur;Mix;60;0;0
Voilur;Anvergur;Voilur_Anvergur;Mix;50;0;0
Voilur;Anvergur;Voilur_Anvergur;Mix;50;0;0
Voilur;Anvergur;Voilur_Anvergur;Mix;55;0;0
Voilur;Anvergur;Voilur_Anvergur;Mix;92;0;0
Voilur;Anvergur;Voilur_Anvergur;Mix;65;0;0
Voilur;Anvergur;Voilur_Anvergur;Mix;90;0;0
Voilur;Anvergur;Voilur_Anvergur;Mix;90;0;0
Voilur;Anvergur;Voilur_Anvergur;Mix;90;0;0
Voilur;Atoudur;Voilur_Atoudur;Mix;100;0;0
Voilur;Atoudur;Voilur_Atoudur;Mix;100;0;0
Voilur;Atoudur;Voilur_Atoudur;Mix;100;0;0
Voilur;Atoudur;Voilur_Atoudur;Mix;100;0;0
Voilur;Atoudur;Voilur_Atoudur;Mix;100;0;0
Voilur;Atoudur;Voilur_Atoudur;Mix;90;1;1.1
Voilur;Atoudur;Voilur_Atoudur;Mix;100;0;0
Voilur;Atoudur;Voilur_Atoudur;Mix;100;0;0
Voilur;Atoudur;Voilur_Atoudur;Mix;20;0;0
Voilur;Atoudur;Voilur_Atoudur;Mix;20;0;0
Voilur;Atoudur;Voilur_Atoudur;Mix;20;0;0
Voilur;Atoudur;Voilur_Atoudur;Mix;35;0;0
Voilur;Atoudur;Voilur_Atoudur;Mix;95;2;2.1
Voilur;Atoudur;Voilur_Atoudur;Mix;90;0;0
Voilur;Atoudur;Voilur_Atoudur;Mix;90;0;0
Voilur;Atoudur;Voilur_Atoudur;Mix;65;0;0
Voilur;Cultur;Voilur_Cultur;Mix;55;1;1.8
Voilur;Cultur;Voilur_Cultur;Mix;40;0;0
Voilur;Cultur;Voilur_Cultur;Mix;30;0;0
Voilur;Cultur;Voilur_Cultur;Mix;40;0;0
Voilur;Cultur;Voilur_Cultur;Mix;45;0;0
Voilur;Cultur;Voilur_Cultur;Mix;55;0;0
Voilur;Cultur;Voilur_Cultur;Mix;92;0;0
Voilur;Cultur;Voilur_Cultur;Mix;100;0;0
Voilur;Cultur;Voilur_Cultur;Mix;70;0;0
Voilur;Cultur;Voilur_Cultur;Mix;70;0;0
Voilur;Cultur;Voilur_Cultur;Mix;70;0;0
Voilur;Cultur;Voilur_Cultur;Mix;15;0;0
Voilur;Cultur;Voilur_Cultur;Mix;85;0;0
Voilur;Cultur;Voilur_Cultur;Mix;25;0;0
Voilur;Cultur;Voilur_Cultur;Mix;15;0;0
Voilur;Cultur;Voilur_Cultur;Mix;35;0;0
Voilur;Cultur;Voilur_Cultur;Mix;20;3;15
Voilur;Cultur;Voilur_Cultur;Mix;90;2;2.2
Voilur;Cultur;Voilur_Cultur;Mix;100;1;1
Voilur;Cultur;Voilur_Cultur;Mix;100;0;0
Voilur;Liberdur;Voilur_Liberdur;Mix;75;0;0
Voilur;Liberdur;Voilur_Liberdur;Mix;55;0;0
Voilur;Liberdur;Voilur_Liberdur;Mix;75;0;0
Voilur;Liberdur;Voilur_Liberdur;Mix;75;0;0
Voilur;Liberdur;Voilur_Liberdur;Mix;100;0;0
Voilur;Liberdur;Voilur_Liberdur;Mix;100;0;0
Voilur;Liberdur;Voilur_Liberdur;Mix;100;0;0
Voilur;Liberdur;Voilur_Liberdur;Mix;100;0;0
Voilur;Liberdur;Voilur_Liberdur;Mix;50;0;0
Voilur;Liberdur;Voilur_Liberdur;Mix;65;0;0
Voilur;Liberdur;Voilur_Liberdur;Mix;75;0;0
Voilur;Liberdur;Voilur_Liberdur;Mix;95;0;0
Voilur;Liberdur;Voilur_Liberdur;Mix;100;0;0
Voilur;Liberdur;Voilur_Liberdur;Mix;75;0;0
Voilur;Liberdur;Voilur_Liberdur;Mix;5;0;0
Voilur;Obelix;Voilur_Obelix;Mix;80;0;0
Voilur;Obelix;Voilur_Obelix;Mix;80;0;0
Voilur;Obelix;Voilur_Obelix;Mix;50;0;0
Voilur;Obelix;Voilur_Obelix;Mix;80;0;0
Voilur;Obelix;Voilur_Obelix;Mix;50;0;0
Voilur;Obelix;Voilur_Obelix;Mix;2;0;0
Voilur;Obelix;Voilur_Obelix;Mix;65;0;0
Voilur;Obelix;Voilur_Obelix;Mix;6;0;0
Voilur;Obelix;Voilur_Obelix;Mix;95;0;0
Voilur;Obelix;Voilur_Obelix;Mix;95;0;0
Voilur;Obelix;Voilur_Obelix;Mix;30;0;0
Voilur;Obelix;Voilur_Obelix;Mix;60;0;0
Voilur;Obelix;Voilur_Obelix;Mix;100;0;0
Voilur;Obelix;Voilur_Obelix;Mix;95;0;0
Voilur;Obelix;Voilur_Obelix;Mix;70;0;0
Voilur;Obelix;Voilur_Obelix;Mix;93;0;0
Voilur;Pescadou;Voilur_Pescadou;Mix;100;0;0
Voilur;Pescadou;Voilur_Pescadou;Mix;85;0;0
Voilur;Pescadou;Voilur_Pescadou;Mix;100;0;0
Voilur;Pescadou;Voilur_Pescadou;Mix;100;0;0
Voilur;Pescadou;Voilur_Pescadou;Mix;60;0;0
Voilur;Pescadou;Voilur_Pescadou;Mix;55;0.5;0.9
Voilur;Pescadou;Voilur_Pescadou;Mix;70;1;1.4
Voilur;Pescadou;Voilur_Pescadou;Mix;95;0;0
Voilur;Pescadou;Voilur_Pescadou;Mix;30;0;0
Voilur;Pescadou;Voilur_Pescadou;Mix;30;0;0
Voilur;Pescadou;Voilur_Pescadou;Mix;20;0;0
Voilur;Pescadou;Voilur_Pescadou;Mix;45;0;0
Voilur;Pescadou;Voilur_Pescadou;Mix;35;0;0
Voilur;Pescadou;Voilur_Pescadou;Mix;60;0;0
Voilur;Pescadou;Voilur_Pescadou;Mix;80;0;0
Voilur;Pescadou;Voilur_Pescadou;Mix;82;0;0
Voilur;Sculptur;Voilur_Sculptur;Mix;50;0;0
Voilur;Sculptur;Voilur_Sculptur;Mix;60;0;0
Voilur;Sculptur;Voilur_Sculptur;Mix;65;1;1.5
Voilur;Sculptur;Voilur_Sculptur;Mix;55;2;3.6
Voilur;Sculptur;Voilur_Sculptur;Mix;70;0;0
Voilur;Sculptur;Voilur_Sculptur;Mix;30;0;0
Voilur;Sculptur;Voilur_Sculptur;Mix;70;0;0
Voilur;Sculptur;Voilur_Sculptur;Mix;95;0;0
Voilur;Sculptur;Voilur_Sculptur;Mix;10;0;0
Voilur;Sculptur;Voilur_Sculptur;Mix;20;0;0
Voilur;Sculptur;Voilur_Sculptur;Mix;27;0;0
Voilur;Sculptur;Voilur_Sculptur;Mix;0;0;
Voilur;Sculptur;Voilur_Sculptur;Mix;100;0;0
Voilur;Sculptur;Voilur_Sculptur;Mix;70;0;0
Voilur;Sculptur;Voilur_Sculptur;Mix;40;0;0
Voilur;Sculptur;Voilur_Sculptur;Mix;80;0;0
Voilur;Surmesur;Voilur_Surmesur;Mix;80;0;0
Voilur;Surmesur;Voilur_Surmesur;Mix;65;0;0
Voilur;Surmesur;Voilur_Surmesur;Mix;100;0;0
Voilur;Surmesur;Voilur_Surmesur;Mix;100;0;0
Voilur;Surmesur;Voilur_Surmesur;Mix;100;0;0
Voilur;Surmesur;Voilur_Surmesur;Mix;100;0;0
Voilur;Surmesur;Voilur_Surmesur;Mix;40;0;0
Voilur;Surmesur;Voilur_Surmesur;Mix;100;0;0
Voilur;Surmesur;Voilur_Surmesur;Mix;10;0;0
Voilur;Surmesur;Voilur_Surmesur;Mix;75;0;0
Voilur;Surmesur;Voilur_Surmesur;Mix;35;0;0
Voilur;Surmesur;Voilur_Surmesur;Mix;28;0;0
Voilur;Surmesur;Voilur_Surmesur;Mix;85;0;0
Voilur;Surmesur;Voilur_Surmesur;Mix;40;0;0
Voilur;Surmesur;Voilur_Surmesur;Mix;50;0;0
Voilur;Surmesur;Voilur_Surmesur;Mix;75;0;0
Voilur;Voilur;Voilur_Voilur;Pure;55;0;0
Voilur;Voilur;Voilur_Voilur;Pure;55;1;1.8
Voilur;Voilur;Voilur_Voilur;Pure;65;0;0
Voilur;Voilur;Voilur_Voilur;Pure;65;0;0
Voilur;Voilur;Voilur_Voilur;Pure;60;0;0
Voilur;Voilur;Voilur_Voilur;Pure;70;0;0
Voilur;Voilur;Voilur_Voilur;Pure;65;0;0
Voilur;Voilur;Voilur_Voilur;Pure;45;0;0
Voilur;Voilur;Voilur_Voilur;Pure;80;0;0
Voilur;Voilur;Voilur_Voilur;Pure;95;0;0
Voilur;Voilur;Voilur_Voilur;Pure;90;0;0
Voilur;Voilur;Voilur_Voilur;Pure;50;0;0
Voilur;Voilur;Voilur_Voilur;Pure;100;0;0
Voilur;Voilur;Voilur_Voilur;Pure;100;0;0
Voilur;Voilur;Voilur_Voilur;Pure;100;0;0
Voilur;Voilur;Voilur_Voilur;Pure;100;0;0
Voilur;Voilur;Voilur_Voilur;Pure;80;0;0
Voilur;Voilur;Voilur_Voilur;Pure;90;0;0
Voilur;Voilur;Voilur_Voilur;Pure;80;0;0
Voilur;Voilur;Voilur_Voilur;Pure;78;0;0
Voilur;Voilur;Voilur_Voilur;Pure;90;0;0
Voilur;Voilur;Voilur_Voilur;Pure;80;0;0
Voilur;Voilur;Voilur_Voilur;Pure;85;0;0
Voilur;Voilur;Voilur_Voilur;Pure;95;0;0
Voilur;Voilur;Voilur_Voilur;Pure;100;0;0
Voilur;Voilur;Voilur_Voilur;Pure;100;0;0
Voilur;Voilur;Voilur_Voilur;Pure;95;0;0
Voilur;Voilur;Voilur_Voilur;Pure;92;0;0
Voilur;Voilur;Voilur_Voilur;Pure;92;0;0
Voilur;Voilur;Voilur_Voilur;Pure;70;0;0
Voilur;Voilur;Voilur_Voilur;Pure;100;0;0
Voilur;Voilur;Voilur_Voilur;Pure;95;0;0
